1001;0,97;groningen
1003;0,91;friesland
1005;0,134;drenthe
1007;0,121;overijssel
1009;0,099;flevoland
1011;0,164;gelderland
1013;0,167;utrecht
1015;0,108;noord-holland
1017;0,186;zuid-holland
1019;0,118;zeeland
1021;0,099;noord-brabant
1023;0,127;limburg
